"account_id","district_name","open_date","statement_frequency","num_customers","credit_cards","loan_amount","loan_payments","loan_term","loan_status","loan_default","loan","max_withdrawal","min_withdrawal","cc_payments","max_balance","min_balance"
76,"Sumperk","1996-05-16","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,73,174283,-41126
77,"Vsetin","1996-11-19","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,52,174283,-41126
78,NA,"1993-07-07","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,137,174283,-41126
79,NA,"1996-11-29","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,47,174283,-41126
80,NA,"1995-09-27","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,75,174283,-41126
81,NA,"1996-07-18","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,74,174283,-41126
82,NA,"1994-05-03","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,144,174283,-41126
83,NA,"1993-04-16","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,147,174283,-41126
84,NA,"1995-12-25","after every transaction",1,0,NA,NA,NA,NA,NA,"F",87400,0,93,174283,-41126
85,NA,"1997-03-23","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,54,174283,-41126
86,NA,"1993-03-07","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,141,174283,-41126
88,NA,"1996-07-03","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,61,174283,-41126
89,NA,"1997-09-25","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,33,174283,-41126
90,NA,"1994-07-13","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,110,174283,-41126
91,NA,"1996-11-06","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,42,174283,-41126
93,NA,"1996-06-12","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,66,174283,-41126
95,NA,"1995-03-30","monthly",2,1,NA,NA,NA,NA,NA,"F",87400,0,92,174283,-41126
96,NA,"1993-02-18","monthly",2,1,NA,NA,NA,NA,NA,"F",87400,0,146,174283,-41126
97,NA,"1996-05-05","monthly",2,1,102876,8573,12,"expired",FALSE,"T",87400,0,67,174283,-41126
98,NA,"1997-05-02","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,41,174283,-41126
99,NA,"1995-06-27","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,93,174283,-41126
100,NA,"1993-12-28","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,145,174283,-41126
101,NA,"1996-04-16","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,71,174283,-41126
102,NA,"1993-10-16","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,118,174283,-41126
103,NA,"1996-03-10","monthly",1,0,265320,7370,36,"current",TRUE,"T",87400,0,84,174283,-41126
104,NA,"1993-04-15","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,133,174283,-41126
105,NA,"1997-07-10","monthly",1,1,352704,7348,48,"current",FALSE,"T",87400,0,30,174283,-41126
106,NA,"1994-11-27","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,99,174283,-41126
107,NA,"1993-11-05","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,152,174283,-41126
108,NA,"1995-03-10","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,94,174283,-41126
109,NA,"1997-04-20","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,70,174283,-41126
110,NA,"1996-07-17","monthly",1,1,162576,4516,36,"current",FALSE,"T",87400,0,61,174283,-41126
112,NA,"1993-03-12","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,141,174283,-41126
113,NA,"1996-07-22","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,55,174283,-41126
114,NA,"1997-03-14","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,39,174283,-41126
115,NA,"1993-03-19","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,158,174283,-41126
116,NA,"1996-03-21","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,68,174283,-41126
117,NA,"1993-09-05","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,129,174283,-41126
118,NA,"1997-09-18","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,37,174283,-41126
119,NA,"1993-05-25","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,135,174283,-41126
120,NA,"1995-06-16","weekly",1,0,NA,NA,NA,NA,NA,"F",87400,0,105,174283,-41126
121,NA,"1997-10-11","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,39,174283,-41126
122,NA,"1996-10-30","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,53,174283,-41126
123,NA,"1993-03-13","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,135,174283,-41126
124,NA,"1997-12-28","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,29,174283,-41126
125,NA,"1996-09-07","after every transaction",1,0,NA,NA,NA,NA,NA,"F",87400,0,66,174283,-41126
126,NA,"1993-10-23","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,140,174283,-41126
127,NA,"1994-02-02","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,119,174283,-41126
128,NA,"1993-02-19","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,208,174283,-41126
129,NA,"1997-10-01","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,31,174283,-41126
130,NA,"1997-02-12","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,42,174283,-41126
131,NA,"1995-06-13","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,90,174283,-41126
132,NA,"1996-05-11","after every transaction",2,1,88440,7370,12,"expired",FALSE,"T",87400,0,79,174283,-41126
133,NA,"1997-10-11","weekly",1,0,NA,NA,NA,NA,NA,"F",87400,0,44,174283,-41126
134,NA,"1997-12-10","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,27,174283,-41126
135,NA,"1993-06-15","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,161,174283,-41126
136,NA,"1996-05-14","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,60,174283,-41126
137,NA,"1996-07-19","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,59,174283,-41126
138,NA,"1995-09-19","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,15,174283,-41126
139,NA,"1997-05-15","weekly",1,1,NA,NA,NA,NA,NA,"F",87400,0,39,174283,-41126
140,NA,"1996-06-25","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,42,174283,-41126
141,NA,"1996-03-06","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,69,174283,-41126
142,NA,"1993-02-15","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,137,174283,-41126
143,NA,"1996-11-27","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,47,174283,-41126
144,NA,"1997-04-03","weekly",1,1,NA,NA,NA,NA,NA,"F",87400,0,53,174283,-41126
145,NA,"1996-01-03","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,94,174283,-41126
146,NA,"1993-09-02","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,129,174283,-41126
148,NA,"1993-06-21","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,129,174283,-41126
149,NA,"1997-11-16","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,44,174283,-41126
150,NA,"1995-03-16","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,130,174283,-41126
151,NA,"1993-09-06","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,147,174283,-41126
152,NA,"1996-04-12","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,76,174283,-41126
153,NA,"1993-09-19","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,129,174283,-41126
154,NA,"1994-06-21","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,111,174283,-41126
155,NA,"1995-11-07","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,95,174283,-41126
156,NA,"1997-10-22","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,25,174283,-41126
157,NA,"1997-03-28","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,40,174283,-41126
158,NA,"1995-03-15","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,91,174283,-41126
159,NA,"1997-02-11","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,46,174283,-41126
160,NA,"1993-09-04","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,152,174283,-41126
161,NA,"1994-07-04","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,109,174283,-41126
162,NA,"1993-08-25","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,125,174283,-41126
163,NA,"1993-01-27","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,141,174283,-41126
164,NA,"1996-09-13","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,32,174283,-41126
165,NA,"1993-06-01","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,135,174283,-41126
166,NA,"1996-08-20","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,53,174283,-41126
167,NA,"1996-02-26","weekly",1,1,NA,NA,NA,NA,NA,"F",87400,0,83,174283,-41126
168,NA,"1993-04-27","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,133,174283,-41126
169,NA,"1995-09-28","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,82,174283,-41126
170,NA,"1996-07-02","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,62,174283,-41126
171,NA,"1996-06-08","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,63,174283,-41126
172,NA,"1993-08-30","monthly",2,1,NA,NA,NA,NA,NA,"F",87400,0,131,174283,-41126
173,NA,"1993-11-26","monthly",2,0,104808,8734,12,"expired",FALSE,"T",87400,0,156,174283,-41126
174,NA,"1996-09-04","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,57,174283,-41126
176,NA,"1996-08-12","weekly",1,0,27456,2288,12,"expired",FALSE,"T",87400,0,82,174283,-41126
177,NA,"1997-09-26","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,32,174283,-41126
178,NA,"1997-09-06","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,33,174283,-41126
179,NA,"1997-09-22","weekly",1,0,NA,NA,NA,NA,NA,"F",87400,0,38,174283,-41126
180,NA,"1993-12-14","weekly",1,1,NA,NA,NA,NA,NA,"F",87400,0,133,174283,-41126
181,NA,"1996-06-11","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,65,174283,-41126
182,NA,"1996-08-24","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,6,174283,-41126
183,NA,"1993-12-12","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,125,174283,-41126
184,NA,"1996-02-21","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,70,174283,-41126
185,NA,"1997-07-04","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,37,174283,-41126
186,NA,"1993-07-29","weekly",1,0,NA,NA,NA,NA,NA,"F",87400,0,172,174283,-41126
187,NA,"1993-03-28","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,135,174283,-41126
188,NA,"1993-04-20","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,139,174283,-41126
189,NA,"1997-04-16","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,42,174283,-41126
190,NA,"1995-03-02","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,97,174283,-41126
191,NA,"1997-03-17","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,43,174283,-41126
192,NA,"1993-01-08","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,139,174283,-41126
193,NA,"1996-12-22","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,52,174283,-41126
194,NA,"1996-08-01","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,72,174283,-41126
195,NA,"1997-02-27","monthly",2,1,NA,NA,NA,NA,NA,"F",87400,0,46,174283,-41126
196,NA,"1993-11-14","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,137,174283,-41126
197,NA,"1993-02-25","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,144,174283,-41126
198,NA,"1993-10-25","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,121,174283,-41126
199,NA,"1996-10-26","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,49,174283,-41126
200,NA,"1994-07-03","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,114,174283,-41126
201,NA,"1994-11-02","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,104,174283,-41126
204,NA,"1996-01-13","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,67,174283,-41126
205,NA,"1997-10-08","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,37,174283,-41126
206,NA,"1995-04-08","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,119,174283,-41126
207,NA,"1993-07-25","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,155,174283,-41126
208,NA,"1996-03-27","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,71,174283,-41126
209,NA,"1996-11-24","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,65,174283,-41126
210,NA,"1996-03-17","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,69,174283,-41126
211,NA,"1997-07-19","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,46,174283,-41126
212,NA,"1993-01-20","weekly",1,1,NA,NA,NA,NA,NA,"F",87400,0,146,174283,-41126
213,NA,"1995-08-29","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,81,174283,-41126
214,NA,"1997-03-09","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,39,174283,-41126
215,NA,"1997-11-25","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,23,174283,-41126
216,NA,"1994-05-16","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,108,174283,-41126
217,NA,"1995-01-20","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,97,174283,-41126
218,NA,"1996-02-06","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,104,174283,-41126
219,NA,"1995-09-06","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,80,174283,-41126
220,NA,"1993-04-09","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,133,174283,-41126
221,NA,"1996-10-30","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,54,174283,-41126
222,NA,"1993-03-15","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,140,174283,-41126
223,NA,"1995-06-13","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,64,174283,-41126
224,NA,"1996-10-27","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,50,174283,-41126
225,NA,"1993-07-28","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,179,174283,-41126
226,NA,"1997-02-23","monthly",1,1,109344,9112,12,"current",FALSE,"T",87400,0,55,174283,-41126
227,NA,"1995-03-28","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,91,174283,-41126
228,NA,"1993-09-28","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,129,174283,-41126
229,NA,"1997-06-07","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,39,174283,-41126
230,NA,"1996-02-26","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,70,174283,-41126
231,NA,"1995-04-03","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,91,174283,-41126
232,NA,"1997-11-29","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,28,174283,-41126
234,NA,"1993-07-15","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,127,174283,-41126
235,NA,"1993-10-06","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,127,174283,-41126
236,NA,"1996-03-16","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,11,174283,-41126
237,NA,"1994-03-25","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,111,174283,-41126
238,NA,"1993-08-15","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,125,174283,-41126
239,NA,"1993-03-01","weekly",1,0,NA,NA,NA,NA,NA,"F",87400,0,184,174283,-41126
240,NA,"1997-04-28","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,42,174283,-41126
241,NA,"1996-09-29","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,69,174283,-41126
242,NA,"1996-08-29","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,58,174283,-41126
243,NA,"1993-11-06","weekly",1,0,NA,NA,NA,NA,NA,"F",87400,0,154,174283,-41126
244,NA,"1993-02-08","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,175,174283,-41126
245,NA,"1993-11-25","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,148,174283,-41126
246,NA,"1997-12-20","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,23,174283,-41126
248,NA,"1995-04-02","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,91,174283,-41126
249,NA,"1996-12-03","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,52,174283,-41126
250,NA,"1997-05-10","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,46,174283,-41126
251,NA,"1996-04-06","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,74,174283,-41126
252,NA,"1996-12-26","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,45,174283,-41126
253,NA,"1995-12-05","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,75,174283,-41126
255,NA,"1996-11-03","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,53,174283,-41126
256,NA,"1995-05-14","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,87,174283,-41126
257,NA,"1995-11-05","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,83,174283,-41126
258,NA,"1997-07-09","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,37,174283,-41126
259,NA,"1993-10-28","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,122,174283,-41126
260,NA,"1995-10-14","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,92,174283,-41126
261,NA,"1996-10-07","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,57,174283,-41126
262,NA,"1996-01-27","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,11,174283,-41126
263,NA,"1997-01-03","weekly",1,0,NA,NA,NA,NA,NA,"F",87400,0,65,174283,-41126
264,NA,"1996-02-09","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,92,174283,-41126
265,NA,"1996-07-05","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,61,174283,-41126
266,NA,"1994-05-11","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,114,174283,-41126
267,NA,"1995-04-26","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,85,174283,-41126
268,NA,"1996-05-29","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,65,174283,-41126
269,NA,"1996-08-30","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,72,174283,-41126
